two_bed,studio,one_bed,three_bed,four_bed,county_name,pop2010,state,metro
922,743,748,1182,1232,Vinalhaven town,1165,ME,0
922,743,748,1182,1232,Warren town,4751,ME,0
922,743,748,1182,1232,Washington town,1527,ME,0
847,504,672,1055,1132,Alna town,709,ME,0
847,504,672,1055,1132,Boothbay town,3120,ME,0
847,504,672,1055,1132,Boothbay Harbor town,2165,ME,0
847,504,672,1055,1132,Bremen town,806,ME,0
847,504,672,1055,1132,Bristol town,2755,ME,0
847,504,672,1055,1132,Damariscotta town,2218,ME,0
847,504,672,1055,1132,Dresden town,1672,ME,0
847,504,672,1055,1132,Edgecomb town,1249,ME,0
847,504,672,1055,1132,Hibberts gore,1,ME,0
847,504,672,1055,1132,Jefferson town,2427,ME,0
847,504,672,1055,1132,Louds Island UT,0,ME,0
847,504,672,1055,1132,Monhegan plantation,69,ME,0
847,504,672,1055,1132,Newcastle town,1752,ME,0
847,504,672,1055,1132,Nobleboro town,1643,ME,0
847,504,672,1055,1132,Somerville town,548,ME,0
847,504,672,1055,1132,South Bristol town,892,ME,0
847,504,672,1055,1132,Southport town,606,ME,0
847,504,672,1055,1132,Waldoboro town,5075,ME,0
847,504,672,1055,1132,Westport Island town,718,ME,0
847,504,672,1055,1132,Whitefield town,2300,ME,0
847,504,672,1055,1132,Wiscasset town,3732,ME,0
689,515,547,930,1204,Andover town,821,ME,0
689,515,547,930,1204,Bethel town,2607,ME,0
689,515,547,930,1204,Brownfield town,1597,ME,0
689,515,547,930,1204,Buckfield town,2009,ME,0
689,515,547,930,1204,Byron town,145,ME,0
689,515,547,930,1204,Canton town,990,ME,0
689,515,547,930,1204,Denmark town,1148,ME,0
689,515,547,930,1204,Dixfield town,2550,ME,0
689,515,547,930,1204,Fryeburg town,3449,ME,0
689,515,547,930,1204,Gilead town,209,ME,0
689,515,547,930,1204,Greenwood town,830,ME,0
689,515,547,930,1204,Hanover town,238,ME,0
689,515,547,930,1204,Hartford town,1185,ME,0
689,515,547,930,1204,Hebron town,1416,ME,0
689,515,547,930,1204,Hiram town,1620,ME,0
689,515,547,930,1204,Lincoln plantation,45,ME,0
689,515,547,930,1204,Lovell town,1140,ME,0
689,515,547,930,1204,Magalloway plantation,46,ME,0
689,515,547,930,1204,Mexico town,2681,ME,0
689,515,547,930,1204,Milton UT,143,ME,0
689,515,547,930,1204,Newry town,329,ME,0
689,515,547,930,1204,North Oxford UT,24,ME,0
689,515,547,930,1204,Norway town,5014,ME,0
689,515,547,930,1204,Otisfield town,1770,ME,0
689,515,547,930,1204,Oxford town,4110,ME,0
689,515,547,930,1204,Paris town,5183,ME,0
689,515,547,930,1204,Peru town,1541,ME,0
689,515,547,930,1204,Porter town,1498,ME,0
689,515,547,930,1204,Roxbury town,369,ME,0
689,515,547,930,1204,Rumford town,5841,ME,0
689,515,547,930,1204,South Oxford UT,579,ME,0
689,515,547,930,1204,Stoneham town,236,ME,0
689,515,547,930,1204,Stow town,385,ME,0
689,515,547,930,1204,Sumner town,939,ME,0
689,515,547,930,1204,Sweden town,391,ME,0
689,515,547,930,1204,Upton town,113,ME,0
689,515,547,930,1204,Waterford town,1553,ME,0
689,515,547,930,1204,West Paris town,1812,ME,0
689,515,547,930,1204,Woodstock town,1277,ME,0
666,448,562,932,1077,Alton town,890,ME,1
666,448,562,932,1077,Argyle UT,277,ME,1
833,571,660,1037,1205,Bangor city,33039,ME,1
666,448,562,932,1077,Bradford town,1290,ME,1
666,448,562,932,1077,Bradley town,1492,ME,1
833,571,660,1037,1205,Brewer city,9482,ME,1
666,448,562,932,1077,Burlington town,363,ME,1
666,448,562,932,1077,Carmel town,2794,ME,1
666,448,562,932,1077,Carroll plantation,153,ME,1
666,448,562,932,1077,Charleston town,1409,ME,1
666,448,562,932,1077,Chester town,546,ME,1
666,448,562,932,1077,Clifton town,921,ME,1
666,448,562,932,1077,Corinna town,2198,ME,1
666,448,562,932,1077,Corinth town,2878,ME,1
666,448,562,932,1077,Dexter town,3895,ME,1
666,448,562,932,1077,Dixmont town,1181,ME,1
666,448,562,932,1077,Drew plantation,46,ME,1
666,448,562,932,1077,East Central Penobscot UT,343,ME,1
666,448,562,932,1077,East Millinocket town,1723,ME,1
833,571,660,1037,1205,Eddington town,2225,ME,1
666,448,562,932,1077,Edinburg town,131,ME,1
666,448,562,932,1077,Enfield town,1607,ME,1
666,448,562,932,1077,Etna town,1246,ME,1
666,448,562,932,1077,Exeter town,1092,ME,1
666,448,562,932,1077,Garland town,1105,ME,1
833,571,660,1037,1205,Glenburn town,4594,ME,1
666,448,562,932,1077,Greenbush town,1491,ME,1
833,571,660,1037,1205,Hampden town,7257,ME,1
833,571,660,1037,1205,Hermon town,5416,ME,1
833,571,660,1037,1205,Holden town,3076,ME,1
666,448,562,932,1077,Howland town,1241,ME,1
666,448,562,932,1077,Hudson town,1536,ME,1
833,571,660,1037,1205,Kenduskeag town,1348,ME,1
666,448,562,932,1077,Kingman UT,174,ME,1
666,448,562,932,1077,Lagrange town,708,ME,1
666,448,562,932,1077,Lakeville town,105,ME,1
666,448,562,932,1077,Lee town,922,ME,1
666,448,562,932,1077,Levant town,2851,ME,1
666,448,562,932,1077,Lincoln town,5085,ME,1
666,448,562,932,1077,Lowell town,358,ME,1
666,448,562,932,1077,Mattawamkeag town,687,ME,1
666,448,562,932,1077,Maxfield town,97,ME,1
666,448,562,932,1077,Medway town,1349,ME,1
833,571,660,1037,1205,Milford town,3070,ME,1
666,448,562,932,1077,Millinocket town,4506,ME,1
666,448,562,932,1077,Mount Chase town,201,ME,1
666,448,562,932,1077,Newburgh town,1551,ME,1
666,448,562,932,1077,Newport town,3275,ME,1
666,448,562,932,1077,North Penobscot UT,463,ME,1
833,571,660,1037,1205,Old Town city,7840,ME,1
833,571,660,1037,1205,Orono town,10362,ME,1
833,571,660,1037,1205,Orrington town,3733,ME,1
666,448,562,932,1077,Passadumkeag town,374,ME,1
666,448,562,932,1077,Patten town,1017,ME,1
833,571,660,1037,1205,Penobscot Indian Island Reservation,610,ME,1
666,448,562,932,1077,Plymouth town,1380,ME,1
666,448,562,932,1077,Prentiss UT,214,ME,1
666,448,562,932,1077,Seboeis plantation,35,ME,1
666,448,562,932,1077,Springfield town,409,ME,1
666,448,562,932,1077,Stacyville town,396,ME,1
666,448,562,932,1077,Stetson town,1202,ME,1
666,448,562,932,1077,Twombly UT,0,ME,1
833,571,660,1037,1205,Veazie town,1919,ME,1
666,448,562,932,1077,Webster plantation,85,ME,1
666,448,562,932,1077,Whitney UT,5,ME,1
666,448,562,932,1077,Winn town,407,ME,1
666,448,562,932,1077,Woodville town,248,ME,1
657,491,554,852,900,Abbot town,714,ME,0
657,491,554,852,900,Atkinson town,326,ME,0
657,491,554,852,900,Beaver Cove town,122,ME,0
657,491,554,852,900,Blanchard UT,98,ME,0
657,491,554,852,900,Bowerbank town,116,ME,0
657,491,554,852,900,Brownville town,1250,ME,0
657,491,554,852,900,Dover-Foxcroft town,4213,ME,0
657,491,554,852,900,Greenville town,1646,ME,0
657,491,554,852,900,Guilford town,1521,ME,0
657,491,554,852,900,Kingsbury plantation,28,ME,0
657,491,554,852,900,Lake View plantation,89,ME,0
657,491,554,852,900,Medford town,254,ME,0
657,491,554,852,900,Milo town,2340,ME,0
657,491,554,852,900,Monson town,686,ME,0
657,491,554,852,900,Northeast Piscataquis UT,273,ME,0
657,491,554,852,900,Northwest Piscataquis UT,147,ME,0
657,491,554,852,900,Parkman town,843,ME,0
657,491,554,852,900,Sangerville town,1343,ME,0
657,491,554,852,900,Sebec town,630,ME,0
657,491,554,852,900,Shirley town,233,ME,0
657,491,554,852,900,Southeast Piscataquis UT,253,ME,0
657,491,554,852,900,Wellington town,260,ME,0
657,491,554,852,900,Willimantic town,150,ME,0
873,693,736,1132,1425,Arrowsic town,427,ME,1
873,693,736,1132,1425,Bath city,8514,ME,1
873,693,736,1132,1425,Bowdoin town,3061,ME,1
873,693,736,1132,1425,Bowdoinham town,2889,ME,1
873,693,736,1132,1425,Georgetown town,1042,ME,1
873,693,736,1132,1425,Perkins UT,0,ME,1
873,693,736,1132,1425,Phippsburg town,2216,ME,1
873,693,736,1132,1425,Richmond town,3411,ME,1
873,693,736,1132,1425,Topsham town,8784,ME,1
873,693,736,1132,1425,West Bath town,1877,ME,1
873,693,736,1132,1425,Woolwich town,3072,ME,1
746,599,627,1015,1019,Anson town,2511,ME,0
746,599,627,1015,1019,Athens town,1019,ME,0
746,599,627,1015,1019,Bingham town,922,ME,0
746,599,627,1015,1019,Brighton plantation,70,ME,0
746,599,627,1015,1019,Cambridge town,462,ME,0
746,599,627,1015,1019,Canaan town,2275,ME,0
746,599,627,1015,1019,Caratunk town,69,ME,0
746,599,627,1015,1019,Central Somerset UT,338,ME,0
746,599,627,1015,1019,Cornville town,1314,ME,0
746,599,627,1015,1019,Dennistown plantation,33,ME,0
746,599,627,1015,1019,Detroit town,852,ME,0
746,599,627,1015,1019,Embden town,939,ME,0
746,599,627,1015,1019,Fairfield town,6735,ME,0
746,599,627,1015,1019,Harmony town,939,ME,0
746,599,627,1015,1019,Hartland town,1782,ME,0
746,599,627,1015,1019,Highland plantation,73,ME,0
746,599,627,1015,1019,Jackman town,862,ME,0
746,599,627,1015,1019,Madison town,4855,ME,0
746,599,627,1015,1019,Mercer town,664,ME,0
746,599,627,1015,1019,Moose River town,218,ME,0
746,599,627,1015,1019,Moscow town,512,ME,0
746,599,627,1015,1019,New Portland town,718,ME,0
746,599,627,1015,1019,Norridgewock town,3367,ME,0
746,599,627,1015,1019,Northeast Somerset UT,390,ME,0
746,599,627,1015,1019,Northwest Somerset UT,62,ME,0
746,599,627,1015,1019,Palmyra town,1986,ME,0
746,599,627,1015,1019,Pittsfield town,4215,ME,0
746,599,627,1015,1019,Pleasant Ridge plantation,93,ME,0
746,599,627,1015,1019,Ripley town,488,ME,0
746,599,627,1015,1019,St. Albans town,2005,ME,0
746,599,627,1015,1019,Seboomook Lake UT,48,ME,0
746,599,627,1015,1019,Skowhegan town,8589,ME,0
746,599,627,1015,1019,Smithfield town,1033,ME,0
746,599,627,1015,1019,Solon town,1053,ME,0
746,599,627,1015,1019,Starks town,640,ME,0
746,599,627,1015,1019,The Forks plantation,37,ME,0
746,599,627,1015,1019,West Forks plantation,60,ME,0
794,559,670,1081,1150,Belfast city,6668,ME,0
794,559,670,1081,1150,Belmont town,942,ME,0
794,559,670,1081,1150,Brooks town,1078,ME,0
794,559,670,1081,1150,Burnham town,1164,ME,0
794,559,670,1081,1150,Frankfort town,1124,ME,0
794,559,670,1081,1150,Freedom town,719,ME,0
794,559,670,1081,1150,Islesboro town,566,ME,0
794,559,670,1081,1150,Jackson town,548,ME,0
794,559,670,1081,1150,Knox town,806,ME,0
794,559,670,1081,1150,Liberty town,913,ME,0
794,559,670,1081,1150,Lincolnville town,2164,ME,0
794,559,670,1081,1150,Monroe town,890,ME,0
794,559,670,1081,1150,Montville town,1032,ME,0
794,559,670,1081,1150,Morrill town,884,ME,0
794,559,670,1081,1150,Northport town,1520,ME,0
794,559,670,1081,1150,Palermo town,1535,ME,0
794,559,670,1081,1150,Prospect town,709,ME,0
794,559,670,1081,1150,Searsmont town,1392,ME,0
794,559,670,1081,1150,Searsport town,2615,ME,0
794,559,670,1081,1150,Stockton Springs town,1591,ME,0
794,559,670,1081,1150,Swanville town,1388,ME,0
794,559,670,1081,1150,Thorndike town,890,ME,0
794,559,670,1081,1150,Troy town,1030,ME,0
794,559,670,1081,1150,Unity town,2099,ME,0
794,559,670,1081,1150,Waldo town,762,ME,0
794,559,670,1081,1150,Winterport town,3757,ME,0
681,520,572,868,1053,Addison town,1266,ME,0
681,520,572,868,1053,Alexander town,499,ME,0
681,520,572,868,1053,Baileyville town,1521,ME,0
681,520,572,868,1053,Baring plantation,251,ME,0
681,520,572,868,1053,Beals town,508,ME,0
681,520,572,868,1053,Beddington town,50,ME,0
681,520,572,868,1053,Calais city,3123,ME,0
681,520,572,868,1053,Centerville town,,ME,0
681,520,572,868,1053,Charlotte town,332,ME,0
681,520,572,868,1053,Cherryfield town,1232,ME,0
681,520,572,868,1053,Codyville plantation,24,ME,0
681,520,572,868,1053,Columbia town,486,ME,0
681,520,572,868,1053,Columbia Falls town,560,ME,0
681,520,572,868,1053,Cooper town,154,ME,0
681,520,572,868,1053,Crawford town,105,ME,0
681,520,572,868,1053,Cutler town,507,ME,0
681,520,572,868,1053,Danforth town,589,ME,0
681,520,572,868,1053,Deblois town,57,ME,0
681,520,572,868,1053,Dennysville town,342,ME,0
681,520,572,868,1053,East Central Washington UT,728,ME,0
681,520,572,868,1053,East Machias town,1368,ME,0
681,520,572,868,1053,Eastport city,1331,ME,0
681,520,572,868,1053,Grand Lake Stream plantation,109,ME,0
681,520,572,868,1053,Harrington town,1004,ME,0
681,520,572,868,1053,Jonesboro town,583,ME,0
681,520,572,868,1053,Jonesport town,1370,ME,0
681,520,572,868,1053,Lubec town,1359,ME,0
681,520,572,868,1053,Machias town,2221,ME,0
681,520,572,868,1053,Machiasport town,1119,ME,0
681,520,572,868,1053,Marshfield town,518,ME,0
681,520,572,868,1053,Meddybemps town,157,ME,0
681,520,572,868,1053,Milbridge town,1353,ME,0
681,520,572,868,1053,Northfield town,148,ME,0
681,520,572,868,1053,North Washington UT,499,ME,0
681,520,572,868,1053,Passamaquoddy Indian Township Reservation,718,ME,0
681,520,572,868,1053,Passamaquoddy Pleasant Point Reservation,749,ME,0
681,520,572,868,1053,Pembroke town,840,ME,0
681,520,572,868,1053,Perry town,889,ME,0
681,520,572,868,1053,Princeton town,832,ME,0
681,520,572,868,1053,Robbinston town,574,ME,0
681,520,572,868,1053,Roque Bluffs town,303,ME,0
681,520,572,868,1053,Steuben town,1131,ME,0
681,520,572,868,1053,Talmadge town,64,ME,0
681,520,572,868,1053,Topsfield town,237,ME,0
681,520,572,868,1053,Vanceboro town,140,ME,0
681,520,572,868,1053,Waite town,101,ME,0
681,520,572,868,1053,Wesley town,98,ME,0
681,520,572,868,1053,Whiting town,487,ME,0
681,520,572,868,1053,Whitneyville town,220,ME,0
917,627,724,1245,1289,Acton town,2447,ME,1
917,627,724,1245,1289,Alfred town,3019,ME,1
917,627,724,1245,1289,Arundel town,4022,ME,1
1132,786,860,1527,1533,Berwick town,7246,ME,1
917,627,724,1245,1289,Biddeford city,21277,ME,1
1074,730,869,1421,1492,Buxton town,8034,ME,1
917,627,724,1245,1289,Cornish town,1403,ME,1
917,627,724,1245,1289,Dayton town,1965,ME,1
1132,786,860,1527,1533,Eliot town,6204,ME,1
1074,730,869,1421,1492,Hollis town,4281,ME,1
917,627,724,1245,1289,Kennebunk town,10798,ME,1
917,627,724,1245,1289,Kennebunkport town,3474,ME,1
1132,786,860,1527,1533,Kittery town,9490,ME,1
917,627,724,1245,1289,Lebanon town,6031,ME,1
917,627,724,1245,1289,Limerick town,2892,ME,1
1074,730,869,1421,1492,Limington town,3713,ME,1
917,627,724,1245,1289,Lyman town,4344,ME,1
917,627,724,1245,1289,Newfield town,1522,ME,1
917,627,724,1245,1289,North Berwick town,4576,ME,1
917,627,724,1245,1289,Ogunquit town,892,ME,1
1074,730,869,1421,1492,Old Orchard Beach town,8624,ME,1
917,627,724,1245,1289,Parsonsfield town,1898,ME,1
917,627,724,1245,1289,Saco city,18482,ME,1
917,627,724,1245,1289,Sanford town,20798,ME,1
917,627,724,1245,1289,Shapleigh town,2668,ME,1
1132,786,860,1527,1533,South Berwick town,7220,ME,1
917,627,724,1245,1289,Waterboro town,7693,ME,1
917,627,724,1245,1289,Wells town,9589,ME,1
1132,786,860,1527,1533,York town,12529,ME,1
643,459,542,875,997,Allegany County,75087,MD,1
1232,833,985,1574,1713,Anne Arundel County,537656,MD,1
1232,833,985,1574,1713,Baltimore County,805029,MD,1
1458,1167,1230,1951,2451,Calvert County,88737,MD,1
841,617,622,1120,1257,Caroline County,33066,MD,0
1232,833,985,1574,1713,Carroll County,167134,MD,1
1156,814,959,1440,1546,Cecil County,101108,MD,1
1458,1167,1230,1951,2451,Charles County,146551,MD,1
836,649,680,1041,1117,Dorchester County,32618,MD,0
1458,1167,1230,1951,2451,Frederick County,233385,MD,1
654,508,545,832,874,Garrett County,30097,MD,0
1232,833,985,1574,1713,Harford County,244826,MD,1
1232,833,985,1574,1713,Howard County (ex. Columbia City),287085,MD,1
1567,1055,1316,2008,2202,Columbia city,99615,MD,1
866,636,640,1139,1534,Kent County,20197,MD,0
1458,1167,1230,1951,2451,Montgomery County,971777,MD,1
1458,1167,1230,1951,2451,Prince George's County,863420,MD,1
1232,833,985,1574,1713,Queen Anne's County,47798,MD,1
1239,834,1045,1801,2187,St. Mary's County,105151,MD,0
698,415,589,878,965,Somerset County,26470,MD,1
1043,796,801,1299,1792,Talbot County,37782,MD,0
857,545,662,1186,1203,Washington County,147430,MD,1
922,549,681,1186,1308,Wicomico County,98733,MD,1
881,580,663,1097,1337,Worcester County,51454,MD,0
1232,833,985,1574,1713,Baltimore city,620961,MD,1
1234,825,920,1614,1695,Barnstable Town city,45193,MA,1
1234,825,920,1614,1695,Bourne town,19754,MA,1
1234,825,920,1614,1695,Brewster town,9820,MA,1
1234,825,920,1614,1695,Chatham town,6125,MA,1
1234,825,920,1614,1695,Dennis town,14207,MA,1
1234,825,920,1614,1695,Eastham town,4956,MA,1
1234,825,920,1614,1695,Falmouth town,31531,MA,1
1234,825,920,1614,1695,Harwich town,12243,MA,1
1234,825,920,1614,1695,Mashpee town,14006,MA,1
1234,825,920,1614,1695,Orleans town,5890,MA,1
1234,825,920,1614,1695,Provincetown town,2942,MA,1
1234,825,920,1614,1695,Sandwich town,20675,MA,1
1234,825,920,1614,1695,Truro town,2003,MA,1
1234,825,920,1614,1695,Wellfleet town,2750,MA,1
1234,825,920,1614,1695,Yarmouth town,23793,MA,1
839,550,708,1045,1178,Adams town,8485,MA,1
836,675,705,1059,1291,Alford town,494,MA,1
836,675,705,1059,1291,Becket town,1779,MA,1
839,550,708,1045,1178,Cheshire town,3235,MA,1
836,675,705,1059,1291,Clarksburg town,1702,MA,1
839,550,708,1045,1178,Dalton town,6756,MA,1
836,675,705,1059,1291,Egremont town,1225,MA,1
836,675,705,1059,1291,Florida town,752,MA,1
836,675,705,1059,1291,Great Barrington town,7104,MA,1
836,675,705,1059,1291,Hancock town,717,MA,1
839,550,708,1045,1178,Hinsdale town,2032,MA,1
839,550,708,1045,1178,Lanesborough town,3091,MA,1
839,550,708,1045,1178,Lee town,5943,MA,1
839,550,708,1045,1178,Lenox town,5025,MA,1
836,675,705,1059,1291,Monterey town,961,MA,1
836,675,705,1059,1291,Mount Washington town,167,MA,1
836,675,705,1059,1291,New Ashford town,228,MA,1
836,675,705,1059,1291,New Marlborough town,1509,MA,1
836,675,705,1059,1291,North Adams city,13708,MA,1
836,675,705,1059,1291,Otis town,1612,MA,1
836,675,705,1059,1291,Peru town,847,MA,1
839,550,708,1045,1178,Pittsfield city,44737,MA,1
839,550,708,1045,1178,Richmond town,1475,MA,1
836,675,705,1059,1291,Sandisfield town,915,MA,1
836,675,705,1059,1291,Savoy town,692,MA,1
836,675,705,1059,1291,Sheffield town,3257,MA,1
839,550,708,1045,1178,Stockbridge town,1947,MA,1
836,675,705,1059,1291,Tyringham town,327,MA,1
836,675,705,1059,1291,Washington town,538,MA,1
836,675,705,1059,1291,West Stockbridge town,1306,MA,1
836,675,705,1059,1291,Williamstown town,7754,MA,1
836,675,705,1059,1291,Windsor town,899,MA,1
844,673,712,1051,1128,Acushnet town,10303,MA,1
944,686,773,1176,1407,Attleboro city,43593,MA,1
1043,760,802,1299,1394,Berkley town,6411,MA,1
844,673,712,1051,1128,Dartmouth town,34032,MA,1
1043,760,802,1299,1394,Dighton town,7086,MA,1
1286,922,1016,1833,1839,Easton town,23112,MA,1
844,673,712,1051,1128,Fairhaven town,15873,MA,1
944,686,773,1176,1407,Fall River city,88857,MA,1
844,673,712,1051,1128,Freetown town,8870,MA,1
1043,760,802,1299,1394,Mansfield town,23184,MA,1
844,673,712,1051,1128,New Bedford city,95072,MA,1
944,686,773,1176,1407,North Attleborough town,28712,MA,1
1043,760,802,1299,1394,Norton town,19031,MA,1
1286,922,1016,1833,1839,Raynham town,13383,MA,1
944,686,773,1176,1407,Rehoboth town,11608,MA,1
944,686,773,1176,1407,Seekonk town,13722,MA,1
944,686,773,1176,1407,Somerset town,18165,MA,1
944,686,773,1176,1407,Swansea town,15865,MA,1
1043,760,802,1299,1394,Taunton city,55874,MA,1
944,686,773,1176,1407,Westport town,15532,MA,1
1295,770,957,1682,1731,Aquinnah town,311,MA,0
1295,770,957,1682,1731,Chilmark town,866,MA,0
1295,770,957,1682,1731,Edgartown town,4067,MA,0
1295,770,957,1682,1731,Gosnold town,75,MA,0
1295,770,957,1682,1731,Oak Bluffs town,4527,MA,0
